Months,Year,Demand,Consumption,Conections,Wards,Total Population,Slum Population,Non-slum Population,Rainfal(in mm)
1,2014,37940409.89,2655046.996,9703,T,349587,87596,261991,0
2,2014,37811107.44,2647108.576,9739,T,349916,87678,262238,0
3,2014,38005061.11,2655046.996,9739,T,350245,87760,262484,0
4,2014,38134363.56,2662985.417,9775,T,350574,87843,262731,0
5,2014,38392968.45,2678862.257,9775,T,350903,87925,262977,0
6,2014,38263666.01,2670923.837,9775,T,351232,88008,263224,571.5
7,2014,38262372.98,2670844.453,9775,T,351560,88090,263470,571.5
8,2014,38133070.53,2662906.032,9775,T,351889,88173,263717,571.5
9,2014,38120140.29,2662112.19,9775,T,352218,88255,263963,571.5
10,2014,38055489.06,2658142.98,9775,T,352547,88337,264210,0
11,2014,37796884.17,2642266.139,9775,T,352876,88420,264456,0
12,2014,37921014.52,2689579.125,9775,T,353205,88502,264703,0
1,2015,43908393.11,2703780.337,9775,T,353540,88586,264954,0
2,2015,44037695.56,2711718.757,9775,T,353876,88670,265206,0
3,2015,44166998.01,2719657.178,9775,T,354211,88754,265457,0
4,2015,44296300.46,2727595.598,10207,T,354547,88838,265709,0
5,2015,44554905.36,2743472.439,10639,T,354883,88923,265960,0
6,2015,44296300.46,2727595.598,10783,T,355218,89007,266211,445.75
7,2015,44102346.79,2715687.968,10855,T,355554,89091,266463,445.75
8,2015,43714439.44,2691872.706,10927,T,355889,89175,266714,445.75
9,2015,43701509.2,2691078.864,10927,T,356225,89259,266966,445.75
10,2015,43442904.3,2675202.024,10927,T,356560,89343,267217,0
11,2015,43248950.63,2663294.393,10927,T,356896,89427,267469,0
12,2015,41878344.68,2579147.137,10927,T,357231,89511,267720,0
1,2016,39169521.86,2408903.337,10927,T,357568,89595,267972,0
2,2016,39040219.42,2400964.917,10927,T,357904,89680,268224,0
3,2016,39169521.86,2408903.337,10927,T,358241,89764,268477,0
4,2016,39298824.31,2416841.757,10783,T,358577,89848,268729,0
5,2016,39557429.21,2432718.598,10543,T,358913,89933,268981,0
6,2016,39298824.31,2416841.757,10519,T,359250,90017,269233,687.25
7,2016,39104870.64,2404934.127,10495,T,359586,90101,269485,687.25
8,2016,38716963.3,2381118.866,10495,T,359922,90185,269737,687.25
9,2016,38523009.62,2380325.024,10495,T,360259,90270,269989,687.25
10,2016,38264404.73,2380325.024,10495,T,360595,90354,270241,0
11,2016,38070451.06,2368417.393,10495,T,360932,90438,270493,0
12,2016,40268592.67,2411284.863,10495,T,361268,90523,270746,0
1,2017,43756325.61,2576651.42,10495,T,361608,90608,271000,0
2,2017,43627023.17,2568713,10495,T,361948,90693,271255,0
3,2017,43885628.06,2584589.841,10495,T,362289,90778,271510,0
4,2017,44208884.18,2604435.892,10465,T,362629,90864,271765,0
5,2017,44467489.08,2620312.733,10429,T,362969,90949,272020,0
6,2017,44208884.18,2604435.892,10423,T,363309,91034,272275,697.625
7,2017,44014930.51,2592528.261,10215,T,363649,91119,272530,697.625
8,2017,43627023.17,2568713,10215,T,363990,91204,272785,697.625
9,2017,43368418.27,2552836.159,10215,T,364330,91290,273040,697.625
10,2017,43109813.37,2536959.318,10215,T,364670,91375,273295,0
11,2017,42980510.93,2529020.898,10215,T,365010,91460,273550,0
12,2017,42269347.46,2485359.586,10215,T,365350,91545,273805,0
1,2018,46371280.11,2645748.92,10215,T,365694,91632,274063,0
2,2018,46241977.67,2637810.5,10215,T,366038,91718,274321,0
3,2018,46500582.56,2653687.341,10215,T,366383,91804,274578,0
4,2018,46823838.68,2673533.392,10215,T,366727,91890,274836,0
5,2018,47082443.58,2689410.233,10215,T,367071,91976,275094,0
6,2018,46823838.68,2673533.392,10215,T,367415,92063,275352,538
7,2018,46629885.01,2661625.761,10215,T,367759,92149,275610,538
8,2018,46241977.67,2637810.5,10215,T,368103,92235,275868,538
9,2018,45983372.77,2621933.659,10215,T,368447,92321,276125,538
10,2018,45724767.87,2606056.818,10215,T,368791,92407,276383,0
11,2018,45595465.43,2598118.398,10215,T,369135,92494,276641,0
12,2018,44884301.96,2554457.086,10208,T,369479,92580,276899,0
1,2014,45437837.64,3966294.445,21271,S,761479,418160,343319,0
2,2014,45262813.44,3953526.474,21308,S,762195,418553,343642,0
3,2014,45525349.74,3966294.445,21308,S,762912,418946,343965,0
4,2014,45700373.93,3979062.417,21346,S,763628,419340,344288,0
5,2014,46050422.32,4004598.359,21346,S,764345,419733,344611,0
6,2014,45875398.13,3991830.388,21346,S,765061,420127,344934,571.5
7,2014,45873647.88,3991702.708,21346,S,765777,420520,345257,571.5
8,2014,45698623.69,3978934.737,21346,S,766494,420913,345580,571.5
9,2014,45681121.27,3977657.94,21346,S,767210,421307,345903,571.5
10,2014,45593609.17,3971273.954,21346,S,767927,421700,346226,0
11,2014,45243560.78,3945738.012,21346,S,768643,422094,346549,0
12,2014,45411584.01,4021835.121,21346,S,769359,422487,346872,0
1,2015,49041048.89,3935369.555,21346,S,770090,422888,347202,0
2,2015,49216073.08,3948137.526,21346,S,770821,423290,347531,0
3,2015,49391097.28,3960905.497,21346,S,771552,423691,347861,0
4,2015,49566121.47,3973673.469,21796,S,772283,424092,348190,0
5,2015,49916169.86,3999209.411,22246,S,773014,424494,348520,0
6,2015,49566121.47,3973673.469,22396,S,773745,424895,348849,445.75
7,2015,49303585.18,3954521.512,22471,S,774476,425297,349179,445.75
8,2015,48778512.6,3916217.598,22546,S,775206,425698,349509,445.75
9,2015,48761010.18,3914940.801,22546,S,775937,426099,349838,445.75
10,2015,48410961.79,3889404.858,22546,S,776668,426501,350168,0
11,2015,48148425.5,3870252.901,22546,S,777399,426902,350497,0
12,2015,50493749.7,3734912.405,22546,S,778130,427303,350827,0
1,2016,57339018.44,4313752.805,22546,S,778863,427706,351157,0
2,2016,57163994.25,4300984.833,22546,S,779595,428108,351487,0
3,2016,57339018.44,4313752.805,22546,S,780328,428510,351818,0
4,2016,57514042.64,4326520.776,23200,S,781061,428913,352148,0
5,2016,57864091.03,4352056.719,24290,S,781794,429315,352478,0
6,2016,57514042.64,4326520.776,24399,S,782526,429718,352809,687.25
7,2016,57251506.35,4307368.819,24508,S,783259,430120,353139,687.25
8,2016,56726433.76,4269064.905,24508,S,783992,430522,353470,687.25
9,2016,56463897.47,4267788.108,24508,S,784725,430925,353800,687.25
10,2016,56113849.08,4267788.108,24508,S,785457,431327,354130,0
11,2016,55851312.79,4248636.151,24508,S,786190,431730,354461,0
12,2016,58826724.1,4317583.196,24508,S,786923,432132,354791,0
1,2017,67456011.11,4429301.138,24508,S,787664,432539,355125,0
2,2017,67280986.92,4416533.167,24508,S,788405,432946,355459,0
3,2017,67631035.31,4442069.109,24508,S,789146,433353,355793,0
4,2017,68068595.79,4473989.038,25153,S,789887,433760,356127,0
5,2017,68418644.18,4499524.98,25927,S,790628,434167,356461,0
6,2017,68068595.79,4473989.038,26056,S,791369,434573,356796,697.625
7,2017,67806059.5,4454837.081,25071,S,792110,434980,357130,697.625
8,2017,67280986.92,4416533.167,25071,S,792851,435387,357464,697.625
9,2017,66930938.53,4390997.224,25071,S,793592,435794,357798,697.625
10,2017,66580890.14,4365461.281,25071,S,794333,436201,358132,0
11,2017,66405865.94,4352693.31,25071,S,795074,436608,358466,0
12,2017,65443232.87,4282469.468,25071,S,795815,437015,358800,0
1,2018,63730995.94,4243351.305,25071,S,796564,437427,359138,0
2,2018,63555971.75,4230583.333,25071,S,797314,437838,359476,0
3,2018,63906020.14,4256119.276,25071,S,798063,438250,359814,0
4,2018,64343580.63,4288039.204,25071,S,798813,438661,360152,0
5,2018,64693629.02,4313575.147,25071,S,799562,439073,360489,0
6,2018,64343580.63,4288039.204,25071,S,800311,439484,360827,538
7,2018,64081044.33,4268887.247,25096,S,801061,439896,361165,538
8,2018,63555971.75,4230583.333,25146,S,801810,440307,361503,538
9,2018,63205923.36,4205047.391,25221,S,802560,440719,361841,538
10,2018,62855874.97,4179511.448,25321,S,803309,441130,362179,0
11,2018,62680850.78,4166743.477,25371,S,804058,441542,362517,0
12,2018,61718217.71,4096519.635,25380,S,804808,441953,362855,0
1,2014,37014941.51,3384750.455,19525,RS,707675,424254,283420,0
2,2014,36878353.19,3373616.743,19569,RS,708340,424653,283687,0
3,2014,37083235.67,3384750.455,19569,RS,709006,425053,283954,0
4,2014,37219823.99,3395884.167,19613,RS,709672,425452,284220,0
5,2014,37493000.64,3418151.59,19613,RS,710338,425851,284487,0
6,2014,37356412.32,3407017.878,19613,RS,711004,426250,284754,571.5
7,2014,37355046.43,3406906.541,19613,RS,711669,426649,285020,571.5
8,2014,37218458.11,3395772.83,19613,RS,712335,427048,285287,571.5
9,2014,37204799.28,3394659.458,19613,RS,713001,427447,285554,571.5
10,2014,37136505.12,3389092.603,19613,RS,713667,427846,285820,0
11,2014,36863328.47,3366825.179,19613,RS,714332,428246,286087,0
12,2014,36994453.26,3433182.101,19613,RS,714998,428645,286353,0
1,2015,43843063.61,3702497.045,19613,RS,715677,429052,286625,0
2,2015,43979651.93,3713630.757,19613,RS,716357,429459,286898,0
3,2015,44116240.25,3724764.468,19613,RS,717036,429866,287170,0
4,2015,44252828.57,3735898.18,20141,RS,717715,430274,287442,0
5,2015,44526005.22,3758165.603,20669,RS,718394,430681,287714,0
6,2015,44252828.57,3735898.18,20845,RS,719074,431088,287986,445.75
7,2015,44047946.09,3719197.612,20933,RS,719753,431495,288258,445.75
8,2015,43638181.12,3685796.478,21021,RS,720432,431902,288530,445.75
9,2015,43624522.29,3684683.106,21021,RS,721111,432310,288802,445.75
10,2015,43351345.65,3662415.683,21021,RS,721791,432717,289074,0
11,2015,43146463.16,3645715.116,21021,RS,722470,433124,289346,0
12,2015,46615806.54,3527697.773,21021,RS,723149,433531,289618,0
1,2016,45247200.07,3636146.295,21021,RS,723830,433940,289891,0
2,2016,45110611.75,3625012.583,21021,RS,724511,434348,290163,0
3,2016,45247200.07,3636146.295,21021,RS,725192,434756,290436,0
4,2016,45383788.39,3647280.007,21333,RS,725873,435164,290709,0
5,2016,45656965.04,3669547.43,21853,RS,726554,435572,290981,0
6,2016,45383788.39,3647280.007,21905,RS,727235,435981,291254,687.25
7,2016,45178905.91,3630579.439,21957,RS,727916,436389,291527,687.25
8,2016,44769140.95,3597178.304,21957,RS,728597,436797,291800,687.25
9,2016,44564258.46,3596064.933,21957,RS,729278,437205,292072,687.25
10,2016,44291081.82,3596064.933,21957,RS,729959,437614,292345,0
11,2016,44086199.34,3579364.366,21957,RS,730640,438022,292618,0
12,2016,46408200.81,3639486.408,21957,RS,731321,438430,292891,0
1,2017,50789594.74,3783122.795,21957,RS,732009,438843,293166,0
2,2017,50653006.42,3771989.083,21957,RS,732698,439256,293442,0
3,2017,50926183.06,3794256.507,21957,RS,733387,439669,293718,0
4,2017,51267653.87,3822090.786,22182,RS,734075,440082,293994,0
5,2017,51540830.51,3844358.209,22452,RS,734764,440494,294270,0
6,2017,51267653.87,3822090.786,22497,RS,735453,440907,294545,697.625
7,2017,51062771.38,3805390.218,21805,RS,736141,441320,294821,697.625
8,2017,50653006.42,3771989.083,21805,RS,736830,441733,295097,697.625
9,2017,50379829.77,3749721.66,21805,RS,737519,442146,295373,697.625
10,2017,50106653.13,3727454.237,21805,RS,738207,442559,295649,0
11,2017,49970064.81,3716320.525,21805,RS,738896,442972,295924,0
12,2017,49218829.04,3655085.111,21805,RS,739585,443384,296200,0
1,2018,45247200.07,3715947.295,21805,RS,740281,443802,296479,0
2,2018,45110611.75,3704813.583,21805,RS,740978,444219,296758,0
3,2018,45383788.39,3727081.007,21805,RS,741674,444637,297037,0
4,2018,45725259.2,3754915.286,21805,RS,742370,445055,297316,0
5,2018,45998435.84,3777182.709,21805,RS,743067,445472,297595,0
6,2018,45725259.2,3754915.286,21805,RS,743763,445890,297874,538
7,2018,45520376.72,3738214.718,21881,RS,744460,446307,298153,538
8,2018,45110611.75,3704813.583,22033,RS,745156,446725,298432,538
9,2018,44837435.11,3682546.16,22261,RS,745853,447142,298711,538
10,2018,44564258.46,3660278.737,22565,RS,746549,447560,298989,0
11,2018,44427670.14,3649145.025,22717,RS,747245,447977,299268,0
12,2018,151478365.4,3587909.611,22722,RS,747942,448395,299547,0
1,2014,21899970.14,2074371.34,11810,RN,441631,287840,153791,0
2,2014,21819516.36,2067888.264,11816,RN,442047,288111,153936,0
3,2014,21940197.03,2074371.34,11816,RN,442462,288382,154080,0
4,2014,22020650.81,2080854.417,11823,RN,442878,288653,154225,0
5,2014,22181558.36,2093820.57,11823,RN,443293,288923,154370,0
6,2014,22101104.58,2087337.493,11823,RN,443708,289194,154514,571.5
7,2014,22100300.04,2087272.662,11823,RN,444124,289465,154659,571.5
8,2014,22019846.27,2080789.586,11823,RN,444539,289736,154804,571.5
9,2014,22011800.89,2080141.278,11823,RN,444955,290006,154948,571.5
10,2014,21971574,2076899.74,11823,RN,445370,290277,155093,0
11,2014,21810666.45,2063933.587,11823,RN,445786,290548,155238,0
12,2014,21887902.07,2102572.723,11823,RN,446201,290819,155382,0
1,2015,23810098.61,2057850.327,11823,RN,446625,291095,155530,0
2,2015,23890552.39,2064333.403,11823,RN,447049,291371,155678,0
3,2015,23971006.17,2070816.48,11823,RN,447473,291648,155825,0
4,2015,24051459.94,2077299.556,11901,RN,447897,291924,155973,0
5,2015,24212367.5,2090265.709,11979,RN,448321,292200,156121,0
6,2015,24051459.94,2077299.556,12005,RN,448745,292477,156268,445.75
7,2015,23930779.28,2067574.941,12018,RN,449169,292753,156416,445.75
8,2015,23689417.95,2048125.712,12031,RN,449592,293029,156563,445.75
9,2015,23681372.57,2047477.404,12031,RN,450016,293305,156711,445.75
10,2015,23520465.02,2034511.251,12031,RN,450440,293582,156859,0
11,2015,23399784.35,2024786.636,12031,RN,450864,293858,157006,0
12,2015,25443310.29,1956066.024,12031,RN,451288,294134,157154,0
1,2016,25943539.28,2121511.91,12031,RN,451713,294411,157302,0
2,2016,25863085.5,2115028.833,12031,RN,452138,294688,157450,0
3,2016,25943539.28,2121511.91,12031,RN,452563,294965,157598,0
4,2016,26023993.05,2127994.986,12169,RN,452988,295242,157746,0
5,2016,26184900.61,2140961.14,12399,RN,453413,295519,157894,0
6,2016,26023993.05,2127994.986,12422,RN,453838,295796,158042,687.25
7,2016,25903312.39,2118270.372,12445,RN,454263,296073,158190,687.25
8,2016,25661951.06,2098821.142,12445,RN,454688,296350,158338,687.25
9,2016,25541270.39,2098172.834,12445,RN,455113,296627,158486,687.25
10,2016,25380362.84,2098172.834,12445,RN,455538,296904,158634,0
11,2016,25259682.17,2088448.219,12445,RN,455963,297181,158782,0
12,2016,26627396.38,2123456.833,12445,RN,456388,297458,158930,0
1,2017,28731199.03,2177934.41,12445,RN,456817,297738,159079,0
2,2017,28650745.25,2171451.333,12445,RN,457247,298018,159229,0
3,2017,28811652.8,2184417.486,12445,RN,457677,298298,159379,0
4,2017,29012787.25,2200625.178,12505,RN,458107,298578,159528,0
5,2017,29173694.8,2213591.331,12577,RN,458536,298858,159678,0
6,2017,29012787.25,2200625.178,12589,RN,458966,299139,159828,697.625
7,2017,28892106.58,2190900.563,12404,RN,459396,299419,159977,697.625
8,2017,28650745.25,2171451.333,12404,RN,459826,299699,160127,697.625
9,2017,28489837.7,2158485.18,12404,RN,460255,299979,160277,697.625
10,2017,28328930.14,2145519.027,12404,RN,460685,300259,160426,0
11,2017,28248476.37,2139035.95,12404,RN,461115,300539,160576,0
12,2017,27805980.59,2103379.029,12404,RN,461545,300819,160726,0
1,2018,30204685.11,2183431.493,12404,RN,461979,301102,160877,0
2,2018,30124231.33,2176948.417,12404,RN,462414,301386,161028,0
3,2018,30285138.89,2189914.57,12404,RN,462849,301669,161180,0
4,2018,30486273.33,2206122.261,12404,RN,463283,301952,161331,0
5,2018,30647180.88,2219088.414,12404,RN,463718,302236,161482,0
6,2018,30486273.33,2206122.261,12404,RN,464153,302519,161634,538
7,2018,30365592.66,2196397.646,12432,RN,464587,302802,161785,538
8,2018,30124231.33,2176948.417,12488,RN,465022,303085,161936,538
9,2018,29963323.78,2163982.264,12572,RN,465456,303369,162088,538
10,2018,29802416.23,2151016.11,12684,RN,465891,303652,162239,0
11,2018,29721962.45,2144533.034,12740,RN,466326,303935,162390,0
12,2018,29279466.67,2108876.113,12743,RN,466760,304218,162542,0
1,2014,38069642.55,3333084.364,14035,RC,575537,176961,398576,0
2,2014,37928803.94,3322787.644,14039,RC,576078,177128,398951,0
3,2014,38140061.86,3333084.364,14039,RC,576620,177294,399325,0
4,2014,38280900.47,3343381.083,14044,RC,577161,177461,399700,0
5,2014,38562577.7,3363974.522,14044,RC,577703,177627,400075,0
6,2014,38421739.09,3353677.803,14044,RC,578244,177794,400450,571.5
7,2014,38420330.7,3353574.836,14044,RC,578786,177960,400825,571.5
8,2014,38279492.09,3343278.116,14044,RC,579327,178127,401200,571.5
9,2014,38265408.23,3342248.444,14044,RC,579869,178293,401575,571.5
10,2014,38194988.92,3337100.084,14044,RC,580410,178460,401950,0
11,2014,37913311.69,3316506.645,14044,RC,580951,178626,402325,0
12,2014,38048516.76,3377875.094,14044,RC,581493,178793,402700,0
1,2015,43184742.27,3359571.636,14044,RC,582045,178963,403083,0
2,2015,43325580.89,3369868.356,14044,RC,582598,179132,403465,0
3,2015,43466419.5,3380165.075,14044,RC,583150,179302,403848,0
4,2015,43607258.11,3390461.795,14098,RC,583703,179472,404230,0
5,2015,43888935.34,3411055.234,14152,RC,584255,179642,404613,0
6,2015,43607258.11,3390461.795,14170,RC,584807,179812,404996,445.75
7,2015,43396000.19,3375016.716,14179,RC,585360,179982,405378,445.75
8,2015,42973484.35,3344126.557,14188,RC,585912,180152,405761,445.75
9,2015,42959400.49,3343096.885,14188,RC,586465,180321,406143,445.75
10,2015,42677723.27,3322503.446,14188,RC,587017,180491,406526,0
11,2015,42466465.35,3307058.366,14188,RC,587570,180661,406908,0
12,2015,46043766.12,3197913.139,14188,RC,588122,180831,407291,0
1,2016,45292185.95,3327945.386,14188,RC,588676,181001,407675,0
2,2016,45151347.33,3317648.667,14188,RC,589230,181172,408058,0
3,2016,45292185.95,3327945.386,14188,RC,589783,181342,408442,0
4,2016,45433024.56,3338242.106,14326,RC,590337,181512,408825,0
5,2016,45714701.79,3358835.545,14556,RC,590891,181682,409209,0
6,2016,45433024.56,3338242.106,14579,RC,591445,181853,409592,687.25
7,2016,45221766.64,3322797.026,14602,RC,591999,182023,409976,687.25
8,2016,44799250.8,3291906.868,14602,RC,592552,182193,410359,687.25
9,2016,44587992.88,3290877.196,14602,RC,593106,182364,410743,687.25
10,2016,44306315.66,3290877.196,14602,RC,593660,182534,411126,0
11,2016,44095057.74,3275432.116,14602,RC,594214,182704,411510,0
12,2016,46489314.16,3331034.402,14602,RC,594768,182874,411893,0
1,2017,51428272.95,3541386.553,14602,RC,595328,183047,412281,0
2,2017,51287434.33,3531089.833,14602,RC,595888,183219,412669,0
3,2017,51569111.56,3551683.272,14602,RC,596448,183391,413057,0
4,2017,51921208.09,3577425.071,14787,RC,597008,183563,413445,0
5,2017,52202885.32,3598018.511,15009,RC,597568,183735,413833,0
6,2017,51921208.09,3577425.071,15046,RC,598128,183908,414221,697.625
7,2017,51709950.17,3561979.992,14877,RC,598688,184080,414608,697.625
8,2017,51287434.33,3531089.833,14877,RC,599248,184252,414996,697.625
9,2017,51005757.11,3510496.394,14877,RC,599808,184424,415384,697.625
10,2017,50724079.88,3489902.955,14877,RC,600368,184596,415772,0
11,2017,50583241.27,3479606.235,14877,RC,600929,184769,416160,0
12,2017,49808628.9,3422974.278,14877,RC,601489,184941,416548,0
1,2018,50847832.86,3296389.303,14877,RC,602055,185115,416940,0
2,2018,50706994.25,3286092.583,14877,RC,602621,185289,417332,0
3,2018,50988671.48,3306686.022,14877,RC,603188,185463,417725,0
4,2018,51340768.01,3332427.821,14877,RC,603754,185637,418117,0
5,2018,51622445.23,3353021.261,14877,RC,604321,185812,418509,0
6,2018,51340768.01,3332427.821,14877,RC,604887,185986,418901,538
7,2018,51129510.09,3316982.742,14887,RC,605453,186160,419294,538
8,2018,50706994.25,3286092.583,14907,RC,606020,186334,419686,538
9,2018,50425317.02,3265499.144,14937,RC,606586,186508,420078,538
10,2018,50143639.8,3244905.705,14977,RC,607153,186682,420470,0
11,2018,50002801.19,3234608.985,14997,RC,607719,186857,420863,0
12,2018,49228188.81,3177977.028,15000,RC,608285,187031,421255,0
1,2014,41599579.66,2676444.283,11294,PS,474535,236321,238214,0
2,2014,41440597.24,2668035.566,11324,PS,474981,236543,238438,0
3,2014,41679070.87,2676444.283,11324,PS,475428,236766,238662,0
4,2014,41838053.29,2684853,11355,PS,475874,236988,238886,0
5,2014,42156018.14,2701670.434,11355,PS,476320,237210,239110,0
6,2014,41997035.72,2693261.717,11355,PS,476767,237433,239334,571.5
7,2014,41995445.89,2693177.63,11355,PS,477213,237655,239559,571.5
8,2014,41836463.47,2684768.913,11355,PS,477660,237877,239783,571.5
9,2014,41820565.23,2683928.041,11355,PS,478106,238099,240007,571.5
10,2014,41741074.02,2679723.683,11355,PS,478553,238322,240231,0
11,2014,41423109.17,2662906.249,11355,PS,478999,238544,240455,0
12,2014,41575732.3,2713022.201,11355,PS,479446,238766,240679,0
1,2015,48527172.32,2706258.633,11355,PS,479901,238993,240908,0
2,2015,48686154.74,2714667.35,11355,PS,480356,239220,241136,0
3,2015,48845137.17,2723076.067,11355,PS,480812,239447,241365,0
4,2015,49004119.59,2731484.784,11721,PS,481267,239674,241594,0
5,2015,49322084.43,2748302.217,12087,PS,481723,239901,241822,0
6,2015,49004119.59,2731484.784,12209,PS,482178,240127,242051,445.75
7,2015,48765645.96,2718871.709,12270,PS,482634,240354,242280,445.75
8,2015,48288698.69,2693645.558,12331,PS,483089,240581,242508,445.75
9,2015,48272800.45,2692804.687,12331,PS,483545,240808,242737,445.75
10,2015,47954835.6,2675987.253,12331,PS,484000,241035,242965,0
11,2015,47716361.97,2663374.178,12331,PS,484456,241262,243194,0
12,2015,51754515.5,2574241.78,12331,PS,484911,241488,243423,0
1,2016,52512674.17,2746930.717,12331,PS,485368,241716,243652,0
2,2016,52353691.75,2738522,12331,PS,485824,241943,243881,0
3,2016,52512674.17,2746930.717,12331,PS,486281,242171,244110,0
4,2016,52671656.6,2755339.434,12697,PS,486738,242398,244340,0
5,2016,52989621.44,2772156.867,13307,PS,487194,242625,244569,0
6,2016,52671656.6,2755339.434,13368,PS,487651,242853,244798,687.25
7,2016,52433182.96,2742726.358,13429,PS,488108,243080,245027,687.25
8,2016,51956235.69,2717500.208,13429,PS,488564,243308,245257,687.25
9,2016,51717762.06,2716659.336,13429,PS,489021,243535,245486,687.25
10,2016,51399797.21,2716659.336,13429,PS,489477,243762,245715,0
11,2016,51161323.58,2704046.261,13429,PS,489934,243990,245944,0
12,2016,53864024.76,2749453.332,13429,PS,490391,244217,246173,0
1,2017,57033951.01,2890107.3,13429,PS,490852,244447,246405,0
2,2017,56874968.58,2881698.583,13429,PS,491314,244677,246637,0
3,2017,57192933.43,2898516.017,13429,PS,491776,244907,246869,0
4,2017,57590389.48,2919537.809,13624,PS,492238,245137,247101,0
5,2017,57908354.33,2936355.242,13858,PS,492700,245367,247333,0
6,2017,57590389.48,2919537.809,13897,PS,493161,245597,247564,697.625
7,2017,57351915.85,2906924.734,13284,PS,493623,245827,247796,697.625
8,2017,56874968.58,2881698.583,13284,PS,494085,246057,248028,697.625
9,2017,56557003.74,2864881.15,13284,PS,494547,246287,248260,697.625
10,2017,56239038.89,2848063.716,13284,PS,495009,246517,248492,0
11,2017,56080056.47,2839654.999,13284,PS,495470,246747,248723,0
12,2017,55205653.15,2793407.057,13284,PS,495932,246977,248955,0
1,2018,58344347.76,2747485.05,13284,PS,496399,247209,249190,0
2,2018,58185365.33,2739076.333,13284,PS,496866,247442,249424,0
3,2018,58503330.18,2755893.767,13284,PS,497333,247675,249659,0
4,2018,58900786.23,2776915.559,13284,PS,497800,247907,249893,0
5,2018,59218751.08,2793732.992,13284,PS,498267,248140,250127,0
6,2018,58900786.23,2776915.559,13284,PS,498734,248372,250362,538
7,2018,58662312.6,2764302.484,13332,PS,499201,248605,250596,538
8,2018,58185365.33,2739076.333,13428,PS,499668,248837,250831,538
9,2018,57867400.49,2722258.9,13572,PS,500135,249070,251065,538
10,2018,57549435.64,2705441.466,13764,PS,500602,249303,251300,0
11,2018,57390453.22,2697032.749,13860,PS,501069,249535,251534,0
12,2018,56516049.9,2650784.807,13860,PS,501536,249768,251768,0
1,2014,37579757.57,3424082.949,26409,PN,963763,725098,238665,0
2,2014,37416352.23,3411687.398,26453,PN,964670,725780,238890,0
3,2014,37661460.24,3424082.949,26453,PN,965576,726462,239114,0
4,2014,37824865.59,3436478.5,26498,PN,966483,727144,239339,0
5,2014,38151676.28,3461269.602,26498,PN,967390,727826,239563,0
6,2014,37988270.93,3448874.051,26498,PN,968296,728508,239788,571.5
7,2014,37986636.88,3448750.096,26498,PN,969203,729191,240013,571.5
8,2014,37823231.54,3436354.544,26498,PN,970110,729873,240237,571.5
9,2014,37806891,3435114.989,26498,PN,971016,730555,240462,571.5
10,2014,37725188.33,3428917.214,26498,PN,971923,731237,240686,0
11,2014,37398377.64,3404126.111,26498,PN,972830,731919,240911,0
12,2014,37555246.77,3478003.596,26498,PN,973737,732601,241135,0
1,2015,50241452.64,4087670.551,26498,PN,974662,733297,241364,0
2,2015,50404857.99,4100066.102,26498,PN,975587,733993,241593,0
3,2015,50568263.33,4112461.654,26498,PN,976512,734689,241822,0
4,2015,50731668.68,4124857.205,27032,PN,977437,735385,242052,0
5,2015,51058479.37,4149648.307,27566,PN,978362,736081,242281,0
6,2015,50731668.68,4124857.205,27744,PN,979287,736777,242510,445.75
7,2015,50486560.66,4106263.878,27833,PN,980212,737473,242739,445.75
8,2015,49996344.62,4069077.224,27922,PN,981137,738169,242968,445.75
9,2015,49980004.09,4067837.669,27922,PN,982062,738865,243197,445.75
10,2015,49653193.4,4043046.567,27922,PN,982987,739561,243426,0
11,2015,49408085.38,4024453.24,27922,PN,983912,740257,243655,0
12,2015,53558581.16,3893060.398,27922,PN,984837,740953,243884,0
1,2016,52942059.6,4082823.135,27922,PN,985765,741651,244114,0
2,2016,52778654.25,4070427.583,27922,PN,986692,742348,244343,0
3,2016,52942059.6,4082823.135,27922,PN,987619,743046,244573,0
4,2016,53105464.94,4095218.686,28810,PN,988547,743744,244803,0
5,2016,53432275.63,4120009.788,30290,PN,989474,744442,245032,0
6,2016,53105464.94,4095218.686,30438,PN,990401,745139,245262,687.25
7,2016,52860356.92,4076625.359,30586,PN,991329,745837,245492,687.25
8,2016,52370140.89,4039438.705,30586,PN,992256,746535,245721,687.25
9,2016,52125032.87,4038199.15,30586,PN,993184,747233,245951,687.25
10,2016,51798222.18,4038199.15,30586,PN,994111,747930,246181,0
11,2016,51553114.16,4019605.823,30586,PN,995038,748628,246410,0
12,2016,54331005.03,4086541.8,30586,PN,995966,749326,246640,0
1,2017,60591572.43,4329872.051,30586,PN,996904,750031,246872,0
2,2017,60428167.08,4317476.5,30586,PN,997842,750737,247105,0
3,2017,60754977.77,4342267.602,30586,PN,998779,751443,247337,0
4,2017,61163491.14,4373256.48,31396,PN,999717,752148,247569,0
5,2017,61490301.83,4398047.583,32368,PN,1000655,752854,247801,0
6,2017,61163491.14,4373256.48,32530,PN,1001593,753559,248034,697.625
7,2017,60918383.12,4354663.154,31256,PN,1002531,754265,248266,697.625
8,2017,60428167.08,4317476.5,31256,PN,1003469,754971,248498,697.625
9,2017,60101356.39,4292685.398,31256,PN,1004407,755676,248730,697.625
10,2017,59774545.7,4267894.295,31256,PN,1005344,756382,248963,0
11,2017,59611140.36,4255498.744,31256,PN,1006282,757088,249195,0
